Problem,Solution
seventy five plus fourteen,eighty nine
ninety two plus ninety two,one hundred and eighty four
one plus thirty five,thirty six
ninety seven plus eighty three,one hundred and eighty
ninety seven plus ninety four,one hundred and ninety one
one hundred plus thirty three,one hundred and thirty three
seven plus eighty one,eighty eight
twenty one plus sixty two,eighty three
fifty one plus eighteen,sixty nine
nineteen plus eighty four,one hundred and three
eighty five plus fifty seven,one hundred and forty two
eleven plus forty nine,sixty
ninety three plus forty one,one hundred and thirty four
forty five plus nine,fifty four
seventy three plus eleven,eighty four
twenty two plus seventy two,ninety four
seventy one plus fifty,one hundred and twenty one
seventy six plus sixteen,ninety two
seventy four plus eighty one,one hundred and fifty five
sixty plus forty four,one hundred and four
seventy six plus sixty two,one hundred and thirty eight
eighty four plus fifty five,one hundred and thirty nine
forty two plus ten,fifty two
ninety three plus thirty two,one hundred and twenty five
twenty three plus sixty seven,ninety
seventy three plus eighty seven,one hundred and sixty
eighty seven plus three,ninety
one plus forty six,forty seven
thirty nine plus seventy,one hundred and nine
eighty two plus thirteen,ninety five
fifty plus forty four,ninety four
nine plus fifty one,sixty
eighty one plus sixty nine,one hundred and fifty
fourteen plus forty three,fifty seven
ninety four plus fifteen,one hundred and nine
forty plus ninety six,one hundred and thirty six
nineteen plus one hundred,one hundred and nineteen
thirty five plus fifty one,eighty six
ninety nine plus eighty seven,one hundred and eighty six
thirty six plus fifteen,fifty one
one hundred plus seventeen,one hundred and seventeen
sixty seven plus ninety eight,one hundred and sixty five
forty five plus ninety eight,one hundred and forty three
seventy four plus ninety six,one hundred and seventy
ninety one plus ninety eight,one hundred and eighty nine
eighty four plus twenty four,one hundred and eight
seventy plus thirty eight,one hundred and eight
two plus fifty five,fifty seven
sixty three plus thirty six,ninety nine
eighty one plus twenty nine,one hundred and ten
seventy two plus nine,eighty one
twenty one plus seventy six,ninety seven
ninety one plus eighty eight,one hundred and seventy nine
three plus twenty one,twenty four
ninety four plus ninety three,one hundred and eighty seven
eighteen plus fifty four,seventy two
twelve plus twenty nine,forty one
ninety eight plus thirty three,one hundred and thirty one
sixteen plus sixteen,thirty two
seventy four plus eighteen,ninety two
seventy four plus sixty six,one hundred and forty
seventy four plus eighty six,one hundred and sixty
forty one plus sixty one,one hundred and two
ninety six plus fifty three,one hundred and forty nine
ninety five plus ninety six,one hundred and ninety one
seventy four plus sixty eight,one hundred and forty two
ninety nine plus ninety nine,one hundred and ninety eight
eighty five plus thirty seven,one hundred and twenty two
sixteen plus one hundred,one hundred and sixteen
forty three plus sixty five,one hundred and eight
fifteen plus forty four,fifty nine
thirty three plus seventy four,one hundred and seven
forty seven plus one,forty eight
ninety eight plus thirty four,one hundred and thirty two
forty plus ninety four,one hundred and thirty four
one hundred plus eighteen,one hundred and eighteen
fifty nine plus ninety four,one hundred and fifty three
thirty four plus eighty nine,one hundred and twenty three
fifty nine plus thirty four,ninety three
seventy nine plus eighteen,ninety seven
thirty plus fifty two,eighty two
seventy one plus eighty seven,one hundred and fifty eight
twenty seven plus forty five,seventy two
twenty eight plus one hundred,one hundred and twenty eight
seventy five plus thirty seven,one hundred and twelve
fifty two plus ninety two,one hundred and forty four
forty one plus one,forty two
thirty nine plus twenty one,sixty
ninety two plus two,ninety four
sixty three plus sixty six,one hundred and twenty nine
forty seven plus four,fifty one
twelve plus seventy six,eighty eight
one plus sixteen,seventeen
eleven plus seventy seven,eighty eight
ninety six plus eighty seven,one hundred and eighty three
eighty plus fifty eight,one hundred and thirty eight
seventy five plus seventy two,one hundred and forty seven
twenty two plus ninety two,one hundred and fourteen
ninety plus six,ninety six
thirty seven plus eighty three,one hundred and twenty
forty five plus four,forty nine
ninety three plus fifty eight,one hundred and fifty one
thirty plus six,thirty six
twenty four plus sixty one,eighty five
seventy one plus eleven,eighty two
twenty one plus twenty nine,fifty
twenty seven plus one,twenty eight
fifteen plus thirty four,forty nine
eighty five plus seventy three,one hundred and fifty eight
sixty eight plus forty eight,one hundred and sixteen
twenty four plus thirty seven,sixty one
fourteen plus twenty one,thirty five
twenty five plus seven,thirty two
two plus seventy eight,eighty
forty three plus fifty six,ninety nine
nine plus seven,sixteen
fifty nine plus eighty four,one hundred and forty three
thirteen plus three,sixteen
eighty six plus ninety five,one hundred and eighty one
eighty three plus forty four,one hundred and twenty seven
eighty seven plus sixty seven,one hundred and fifty four
thirty seven plus ninety,one hundred and twenty seven
eighty seven plus twenty one,one hundred and eight
seventy four plus thirty five,one hundred and nine
ninety nine plus thirteen,one hundred and twelve
thirty three plus ninety one,one hundred and twenty four
ninety three plus eighteen,one hundred and eleven
seven plus four,eleven
twenty two plus twenty six,forty eight
seventy seven plus fifty nine,one hundred and thirty six
eight plus sixty two,seventy
fifty seven plus twelve,sixty nine
thirty two plus twenty three,fifty five
fifteen plus twenty five,forty
thirty eight plus three,forty one
forty plus sixty four,one hundred and four
eighty seven plus eighty five,one hundred and seventy two
eighty nine plus sixteen,one hundred and five
fifty five plus fifty six,one hundred and eleven
forty five plus fourteen,fifty nine
seventy five plus sixty six,one hundred and forty one
fifty five plus sixty four,one hundred and nineteen
seventy one plus ninety six,one hundred and sixty seven
twenty seven plus seventy seven,one hundred and four
fifty five plus fifty four,one hundred and nine
thirty five plus eighty three,one hundred and eighteen
eighty seven plus four,ninety one
forty one plus twenty one,sixty two
forty six plus thirty eight,eighty four
fifty three plus eleven,sixty four
eighty plus seventy six,one hundred and fifty six
eighty one plus ninety four,one hundred and seventy five
fifty seven plus forty one,ninety eight
sixty two plus ninety four,one hundred and fifty six
ninety three plus eighty nine,one hundred and eighty two
thirteen plus sixty one,seventy four
forty nine plus seventy,one hundred and nineteen
forty five plus sixty six,one hundred and eleven
sixty six plus sixty four,one hundred and thirty
fifty eight plus eighty four,one hundred and forty two
fifty one plus thirty nine,ninety
eighty six plus fifty five,one hundred and forty one
forty two plus sixty eight,one hundred and ten
seventy four plus fifty one,one hundred and twenty five
twenty four plus five,twenty nine
eighty eight plus thirteen,one hundred and one
seven plus thirty three,forty
thirteen plus seventy eight,ninety one
fifty six plus thirty,eighty six
sixty five plus eighty six,one hundred and fifty one
eighty six plus thirty nine,one hundred and twenty five
seventy plus seventy,one hundred and forty
sixty four plus one hundred,one hundred and sixty four
eighteen plus seventy,eighty eight
eighty two plus seventy one,one hundred and fifty three
forty six plus eighty,one hundred and twenty six
seventeen plus forty,fifty seven
fifty nine plus eighty five,one hundred and forty four
sixty two plus nineteen,eighty one
seventy nine plus two,eighty one
eighteen plus ninety six,one hundred and fourteen
sixty one plus fifty six,one hundred and seventeen
fifty nine plus fifty one,one hundred and ten
fifty two plus ninety,one hundred and forty two
seventy six plus nine,eighty five
ninety four plus twenty nine,one hundred and twenty three
twenty six plus sixty seven,ninety three
seventy nine plus seventeen,ninety six
ninety nine plus forty eight,one hundred and forty seven
forty nine plus sixty nine,one hundred and eighteen
forty three plus forty,eighty three
ninety five plus fifty,one hundred and forty five
ninety seven plus seventy three,one hundred and seventy
eight plus seventy three,eighty one
twenty nine plus forty six,seventy five
sixty plus seventy nine,one hundred and thirty nine
eighty plus forty six,one hundred and twenty six
ninety eight plus twenty one,one hundred and nineteen
twenty six plus eighty nine,one hundred and fifteen
sixty nine plus twenty nine,ninety eight
seventy seven plus eight,eighty five
twelve plus sixteen,twenty eight
forty one plus seventy eight,one hundred and nineteen
ninety nine plus ninety,one hundred and eighty nine
seventy eight plus twelve,ninety
eighty nine plus twenty one,one hundred and ten
seventy four plus thirty,one hundred and four
seventy eight plus seven,eighty five
nine plus twenty two,thirty one
one hundred plus ten,one hundred and ten
sixty plus twenty eight,eighty eight
sixteen plus twenty nine,forty five
thirty three plus thirty nine,seventy two
twenty four plus forty nine,seventy three
eight plus ninety,ninety eight
seventy two plus thirty eight,one hundred and ten
thirty six plus fifty eight,ninety four
eighty plus eighteen,ninety eight
twenty plus forty two,sixty two
thirty five plus thirty nine,seventy four
sixty three plus twenty two,eighty five
twenty nine plus twelve,forty one
sixty plus seventy seven,one hundred and thirty seven
ninety nine plus seventy three,one hundred and seventy two
eighty three plus seventy three,one hundred and fifty six
fifty five plus seven,sixty two
nineteen plus ninety,one hundred and nine
three plus eighty seven,ninety
fifty five plus thirteen,sixty eight
seventy eight plus eighty six,one hundred and sixty four
two plus thirty four,thirty six
